Date,sitename,Year,GCC,RCC,NDVI,NIRv
15/06/2017,Main,2017,0.359635083,0.411161276,0.594505356,0.051239007
16/06/2017,Main,2017,0.360195707,0.414479308,0.614664971,0.052496548
17/06/2017,Main,2017,0.36112817,0.41446187,0.633019518,0.054433975
18/06/2017,Main,2017,0.361163441,0.414835096,0.628156574,0.053938951
19/06/2017,Main,2017,0.361832122,0.414835096,0.636842731,0.054867334
20/06/2017,Main,2017,0.361789251,0.414835096,0.637106146,0.054828477
21/06/2017,Main,2017,0.361644678,0.415391038,0.637106146,0.054828477
22/06/2017,Main,2017,0.36041533,0.415160517,0.634516034,0.05459706
23/06/2017,Main,2017,0.360145098,0.41847976,0.632840865,0.054412396
24/06/2017,Main,2017,0.3601696,0.417222581,0.627327573,0.05381842
25/06/2017,Main,2017,0.360047099,0.417222581,0.626882841,0.053797275
26/06/2017,Main,2017,0.359613897,0.407642801,0.782485906,0.072577095
27/06/2017,Main,2017,0.3596163,0.407230972,0.787557383,0.073020494
28/06/2017,Main,2017,0.358719897,0.408315298,0.787557383,0.072568954
29/06/2017,Main,2017,0.358370934,0.406438761,0.644315279,0.055582325
30/06/2017,Main,2017,0.358601791,0.405373018,0.647882785,0.055975627
01/07/2017,Main,2017,0.358881384,0.405678107,0.657648682,0.057124936
02/07/2017,Main,2017,0.359032714,0.406104113,0.674767592,0.059545967
03/07/2017,Main,2017,0.359043413,0.407781193,0.651788409,0.056462496
04/07/2017,Main,2017,0.358987691,0.410792532,0.685710369,0.060737476
05/07/2017,Main,2017,0.358733917,0.413551119,0.643436484,0.055519359
06/07/2017,Main,2017,0.358294542,0.416038324,0.687174293,0.062368361
07/07/2017,Main,2017,0.359713182,0.406848301,0.730912101,0.069217362
08/07/2017,Main,2017,0.360112917,0.405878768,0.709543509,0.065896527
09/07/2017,Main,2017,0.360108604,0.404790776,0.794488872,0.061196124
10/07/2017,Main,2017,0.359857355,0.403702785,0.653060836,0.056495721
11/07/2017,Main,2017,0.359603414,0.408672873,0.659241826,0.057061691
12/07/2017,Main,2017,0.35941288,0.418986069,0.653060836,0.056495721
13/07/2017,Main,2017,0.358922861,0.418986069,0.659241826,0.057061691
14/07/2017,Main,2017,0.358534675,0.418986069,0.690085063,0.061378901
15/07/2017,Main,2017,0.3583638,0.412457267,0.8262476,0.060378063
16/07/2017,Main,2017,0.358209965,0.420895569,0.67243447,0.059377226
17/07/2017,Main,2017,0.358209965,0.423298334,0.677855295,0.059368903
18/07/2017,Main,2017,0.357747237,0.423298334,0.642621094,0.055453446
19/07/2017,Main,2017,0.358379397,0.420023202,0.677855295,0.059368903
20/07/2017,Main,2017,0.358125215,0.40323955,0.652381348,0.056525236
21/07/2017,Main,2017,0.358386183,0.404250248,0.652381348,0.056525236
22/07/2017,Main,2017,0.358142962,0.406263505,0.652085335,0.056463517
23/07/2017,Main,2017,0.358565319,0.406632014,0.654146874,0.056651763
24/07/2017,Main,2017,0.358563374,0.406266758,0.654697882,0.056714925
25/07/2017,Main,2017,0.358519789,0.405153631,0.65372873,0.056603967
26/07/2017,Main,2017,0.35868175,0.408879689,0.654413703,0.056681855
27/07/2017,Main,2017,0.358619887,0.408879689,0.656132461,0.056868769
28/07/2017,Main,2017,0.359332648,0.414077793,0.632483082,0.054365876
29/07/2017,Main,2017,0.357946827,0.419568709,0.632805881,0.054411836
30/07/2017,Main,2017,0.358324133,0.421074779,0.684315687,0.05966986
31/07/2017,Main,2017,0.357924986,0.421074779,0.777083326,0.069927371
01/08/2017,Main,2017,0.357782949,0.410395516,0.653625372,0.056690496
02/08/2017,Main,2017,0.357803203,0.407300696,0.649769801,0.056206664
03/08/2017,Main,2017,0.358001748,0.407300696,0.626236354,0.053712228
04/08/2017,Main,2017,0.358299756,0.408203622,0.621439125,0.053223624
05/08/2017,Main,2017,0.358299756,0.410068545,0.621439125,0.053223624
06/08/2017,Main,2017,0.358048731,0.416277948,0.621439125,0.053223624
07/08/2017,Main,2017,0.357171832,0.416277948,0.638941066,0.055131976
08/08/2017,Main,2017,0.357338138,0.41645173,0.640399985,0.055299453
09/08/2017,Main,2017,0.357338138,0.411185428,0.630143261,0.054125991
10/08/2017,Main,2017,0.356963352,0.40943691,0.619942662,0.053026495
11/08/2017,Main,2017,0.356209652,0.408542817,0.619081632,0.052970122
12/08/2017,Main,2017,0.357233036,0.416556238,0.624709188,0.053491502
13/08/2017,Main,2017,0.357586942,0.417222354,0.653123322,0.056647661
14/08/2017,Main,2017,0.357427225,0.420590024,0.648047567,0.056138092
15/08/2017,Main,2017,0.357144072,0.422090117,0.611118453,0.052295812
16/08/2017,Main,2017,0.356668644,0.424085513,0.610903087,0.052115938
17/08/2017,Main,2017,0.356664098,0.423193784,0.61050586,0.052066583
18/08/2017,Main,2017,0.356498593,0.420531375,0.614783464,0.052382115
19/08/2017,Main,2017,0.356413389,0.418724689,0.608113862,0.051789589
20/08/2017,Main,2017,0.356651602,0.421249311,0.609852293,0.051986445
21/08/2017,Main,2017,0.356569305,0.424467001,0.606815349,0.051515299
22/08/2017,Main,2017,0.356111673,0.432379791,0.601135444,0.051275839
23/08/2017,Main,2017,0.355773298,0.432394338,0.627620398,0.053844289
24/08/2017,Main,2017,0.354279617,0.433009512,0.628757319,0.053956687
25/08/2017,Main,2017,0.354132984,0.428264904,0.629458783,0.054037888
26/08/2017,Main,2017,0.354508886,0.432377116,0.617205605,0.052835171
27/08/2017,Main,2017,0.354884789,0.435571913,0.598416002,0.051238609
28/08/2017,Main,2017,0.35570189,0.435146028,0.608186836,0.052021762
29/08/2017,Main,2017,0.357050503,0.421393504,0.619413369,0.052993236
30/08/2017,Main,2017,0.358260821,0.41116726,0.630319462,0.054107342
31/08/2017,Main,2017,0.358701329,0.406881285,0.620657478,0.053048877
01/09/2017,Main,2017,0.358701329,0.406881285,0.629382318,0.054026662
02/09/2017,Main,2017,0.35820653,0.406920814,0.643995917,0.055717653
03/09/2017,Main,2017,0.357273073,0.408005651,0.656350594,0.057352538
04/09/2017,Main,2017,0.357373301,0.409543489,0.656087498,0.057335095
05/09/2017,Main,2017,0.359066206,0.406449806,0.616214705,0.052598484
06/09/2017,Main,2017,0.359100627,0.421691504,0.626016939,0.053653563
07/09/2017,Main,2017,0.35903015,0.419839675,0.626899059,0.053744263
08/09/2017,Main,2017,0.358752372,0.420334556,0.628967979,0.053958662
09/09/2017,Main,2017,0.356197395,0.409687953,0.61736383,0.052686841
10/09/2017,Main,2017,0.356214774,0.405368021,0.546828124,0.046950389
11/09/2017,Main,2017,0.356768408,0.401048088,0.540421816,0.042318593
12/09/2017,Main,2017,0.357006849,0.39963262,0.534015509,0.04179066
13/09/2017,Main,2017,0.357029294,0.398217152,0.527609201,0.04188284
14/09/2017,Main,2017,0.356934941,0.399706148,0.521202893,0.04197502
15/09/2017,Main,2017,0.356822987,0.407169706,0.514796585,0.042687314
16/09/2017,Main,2017,0.356792627,0.413533278,0.508390277,0.045068354
